signal_candle_time,entry_time,exit_time,direction,setup,candle_type,trend_4h,rsi14,macd_hist,adx,atr14,ema50_1h,ema50_4h,cond_adx_ok,cond_macd_hist_ok,cond_atr_regime_ok,cond_rsi_ok,cond_macd_confirm_ok,entry_price,sl,tp,exit_price,exit_reason,lots,margin,notional,margin_pct_used,entry_dd_pct,gross_pnl,fees,net_pnl,equity_at_entry,equity_after,drawdown,hold_bars
2020-06-26 12:41:59.523330,2020-06-26 13:41:59.523330,2020-06-26 14:41:59.523330,-1,MOMENTUM,RED,DOWN,0.0,-0.8221836576485657,13.333333333333334,19.999679519097118,10050.294783628678,10058.112664640767,True,False,True,False,True,10078.963771405,10240.22719174748,9798.96825813764,10240.22719174748,SL,0.007,2998.4917219929876,70.552746399835,0.15,0.0,-95.95173510377587,7.076440463903451,-103.02817556767933,20000.0,19896.97182443232,0.515140877838403,2
2020-06-27 01:41:59.523330,2020-06-27 02:41:59.523330,2020-06-27 07:41:59.523330,-1,MOMENTUM,RED,DOWN,28.556370651786352,-18.547381007018373,42.076368894329974,99.26215797992926,10153.65366398186,10076.625200685083,True,True,True,False,True,9950.61791153796,9950.61791153796,8560.947699818951,9713.690579410304,TSL,0.007,2960.308828682543,69.65432538076573,0.15,0.515140877838403,140.9717626159553,6.986328835690802,133.9854337802645,19896.97182443232,20030.957258212584,0.0,6
2020-06-29 19:41:59.523330,2020-06-29 20:41:59.523330,2020-06-29 21:41:59.523330,-1,MOMENTUM,GREEN,DOWN,37.86526550812636,-5.4404437375382955,21.09537576771265,88.5541658263694,9288.805283191738,9691.95498544016,True,True,True,False,True,9110.594497153425,9256.36400910788,7870.8361755842525,9256.36400910788,SL,0.007,2710.401862903144,63.77416148007397,0.15,0.0,-86.73285961290078,6.39654839645142,-93.12940800935219,20030.957258212584,19937.82785020323,0.46492739617409645,2
2020-06-30 10:41:59.523330,2020-06-30 11:41:59.523330,2020-06-30 20:41:59.523330,-1,MOMENTUM,GREEN,DOWN,33.391156170122585,-9.699932157516027,14.501850443882528,82.0276361712626,9252.993773500168,9615.836937935062,True,True,True,False,True,9127.76484230896,9127.76484230896,7979.377935911283,8846.66061235299,TSL,0.007,2715.5100405869157,63.89435389616272,0.15,0.46492739617409645,167.2570168238024,6.4086036957851205,160.84841312801726,19937.82785020323,20098.676263331246,0.0,10
2020-07-01 02:41:59.523330,2020-07-01 03:41:59.523330,2020-07-01 04:41:59.523330,-1,MOMENTUM,GREEN,DOWN,35.974244714496365,-1.0073564353432332,24.461786572180717,73.67912278760633,9125.059280912708,9516.656817728079,True,False,True,False,True,8916.990781484734,9059.66263398849,7885.483062458245,9059.66263398849,SL,0.007,2652.804757491708,62.41893547039314,0.15,0.0,-84.88975223973475,6.260619227680432,-91.15037146741517,20098.676263331246,20007.525891863832,0.45351430250017294,2
2020-07-01 14:41:59.523330,2020-07-01 15:41:59.523330,2020-07-01 16:41:59.523330,-1,REVERSAL,RED,DOWN,54.280475553702246,29.537614020742286,25.021569360821847,97.86515153072932,9137.61755329775,9483.398070870951,True,True,True,True,True,9259.893761447223,9408.052061630378,7889.781640017013,9408.052061630378,SL,0.007,2754.8183940305494,64.81925633013057,0.15,0.45351430250017294,-88.15418860897724,6.501371409912097,-94.65556001888935,20007.525891863832,19912.870331844944,0.9244685025615006,2
2020-07-01 17:41:59.523330,2020-07-01 18:41:59.523330,2020-07-02 00:41:59.523330,-1,REVERSAL,RED,DOWN,61.254309939665525,34.90678784184579,27.400181911360153,113.45830935436703,9162.695695393053,9477.117068567824,True,True,True,True,True,9320.705912553654,9320.705912553654,7732.289581592516,9074.526246040823,TSL,0.007,2772.9100089847125,65.24494138787558,0.15,0.9244685025615006,146.47690157513463,6.544067621203921,139.93283395393073,19912.870331844944,20052.803165798876,0.22823939711921792,7
2020-07-03 06:41:59.523330,2020-07-03 07:41:59.523330,2020-07-03 10:41:59.523330,-1,REVERSAL,RED,DOWN,55.094750796498616,19.832565821334512,14.549620637887898,90.08477624729478,9091.236483203826,9350.92533976284,True,True,True,True,True,9224.869380322789,9372.467290407954,7963.6825128606615,9372.467290407954,SL,0.007,2744.3986406460294,64.57408566225952,0.15,0.22823939711921792,-87.82075650067347,6.4767807919246305,-94.2975372925981,20052.803165798876,19958.50562850628,0.6974122722733762,4
2020-07-04 16:41:59.523330,2020-07-04 17:41:59.523330,2020-07-04 23:41:59.523330,1,REVERSAL,GREEN,UP,40.613587349164966,-38.87685123716939,20.321421111952993,77.78790081900368,9443.651550718962,9413.078297284392,True,True,True,True,True,9502.034779260455,9502.034779260455,10591.065390726508,9673.100038634975,TSL,0.007,2826.8553468299856,66.51424345482319,0.15,0.6974122722733762,101.78382932783933,6.671378618518767,95.11245070932057,19958.50562850628,20053.618079215597,0.22418483449009444,7
2020-07-05 04:41:59.523330,2020-07-05 05:41:59.523330,2020-07-05 09:41:59.523330,1,MOMENTUM,RED,UP,77.3263925413108,27.51187640688335,20.908100654485846,128.49717236095307,9499.96077117684,9460.829171513855,True,True,True,False,True,10063.440452315586,10063.440452315586,11862.400865368929,10318.06899378887,TSL,0.007,2993.873534563887,70.44408316620911,0.15,0.22418483449009444,151.50398217660333,7.0655415415707745,144.43844063503255,20053.618079215597,20198.05651985063,0.0,5
2020-07-06 05:41:59.523330,2020-07-06 06:41:59.523330,2020-07-06 07:41:59.523330,1,REVERSAL,GREEN,UP,59.651677214989846,-32.67703998624434,17.386242682030318,105.4168779344743,9958.037160395648,9622.564775148665,True,True,True,True,True,10315.90439811581,10150.849927745958,11791.74068919845,10150.849927745958,SL,0.006,2630.555621519532,61.895426388694865,0.15,0.0,-84.17777988862474,6.208111266786096,-90.38589115541083,20198.05651985063,20107.670628695218,0.4474979613339599,2
2020-07-07 19:41:59.523330,2020-07-07 20:41:59.523330,2020-07-08 06:41:59.523330,1,REVERSAL,GREEN,UP,46.15524512882623,-29.498103234993437,24.89182082697254,121.44433634603682,10052.798756844897,9770.89062189068,True,True,True,True,True,9888.87231298787,9888.87231298787,11589.093021832387,9998.3365989185,TSL,0.007,2941.9395131138917,69.2221061909151,0.15,0.4474979613339599,65.13125012872459,6.942977250948784,58.1882728777758,20107.670628695218,20165.858901572992,0.1594094869770969,11
2020-07-10 02:41:59.523330,2020-07-10 03:41:59.523330,2020-07-10 06:41:59.523330,1,MOMENTUM,RED,UP,66.11825237372929,0.8596729855714784,42.16108268948983,116.44283281539471,10384.874031874619,10010.036190671337,True,False,True,False,True,10963.833945898354,10963.833945898354,12594.03360531388,11031.275831363675,TSL,0.006,2795.77765620408,65.78300367539012,0.15,0.1594094869770969,34.39536158731388,6.598035268641629,27.797326318672248,20165.858901572992,20193.656227891664,0.02178571960446332,4
2020-07-11 08:41:59.523330,2020-07-11 09:41:59.523330,2020-07-11 16:41:59.523330,1,REVERSAL,GREEN,UP,37.01575270295023,-11.931145177255871,22.854098888965524,80.88614248770315,10587.262243992618,10186.612902158162,True,True,True,True,True,10525.343620115136,10525.343620115136,11657.74961494298,10731.109769327859,TSL,0.006,2683.9626231293596,63.15206172069082,0.15,0.02178571960446332,104.94073609848856,6.334151790585289,98.60658430790328,20193.656227891664,20292.26281219957,0.0,8
2020-07-15 01:41:59.523330,2020-07-15 02:41:59.523330,2020-07-15 04:41:59.523330,1,REVERSAL,GREEN,UP,38.444245930131146,-69.16909096355184,25.654533856508692,132.58569834109622,11500.393373099469,10872.455073757108,True,True,True,True,True,11378.716444277265,11196.656981168828,13234.916221052612,11196.656981168828,SL,0.006,2901.5726932907023,68.27229866566358,0.15,0.0,-92.85032618530278,6.8477115561660575,-99.69803774146882,20292.26281219957,20192.5647744581,0.4913105978576797,3
2020-07-15 05:41:59.523330,2020-07-15 06:41:59.523330,2020-07-15 10:41:59.523330,1,REVERSAL,GREEN,UP,24.882376435097143,-70.8420125033445,32.56056509607184,114.87584185749165,11461.943926570018,10883.923458383637,True,True,True,True,True,11266.19910042934,11085.93991482247,12874.460886434223,11085.93991482247,SL,0.006,2872.8807706094817,67.59719460257604,0.15,0.4913105978576797,-91.93218465950382,6.779998618638378,-98.7121832781422,20192.5647744581,20093.85259117996,0.977762918092741,5
2020-07-15 11:41:59.523330,2020-07-15 12:41:59.523330,2020-07-15 14:41:59.523330,1,REVERSAL,GREEN,UP,28.58283669508843,-37.352697540555056,37.17280854688019,97.1016073545661,11396.877253345529,10891.07948581886,True,True,True,True,True,10982.014510475858,10806.302278308243,12341.437013439783,10806.302278308243,SL,0.006,2800.413700171344,65.89208706285515,0.15,0.977762918092741,-89.61323840548327,6.608976332404373,-96.22221473788765,20093.85259117996,19997.63037644207,1.451944706631576,3
2020-07-15 18:41:59.523330,2020-07-15 19:41:59.523330,2020-07-15 23:41:59.523330,1,REVERSAL,GREEN,UP,38.615134406867746,-10.95669255699309,35.76385547888746,98.27065099288205,11280.060223945544,10895.686604515453,True,True,True,True,True,10918.640877392949,10918.640877392949,12294.429991293298,11026.028826532242,TSL,0.006,2784.253423735202,65.51184526435769,0.15,1.451944706631576,54.76785406103927,6.5708380800150765,48.197015981024194,19997.63037644207,20045.827392423093,1.21443045586972,5
2020-07-16 22:41:59.523330,2020-07-16 23:41:59.523330,2020-07-17 03:41:59.523330,1,MOMENTUM,RED,UP,60.94809433386114,9.903423653729178,18.67286405582778,125.84055122539465,11057.977026722237,10911.728379352493,True,True,True,False,True,11121.996652845271,11121.996652845271,12883.764370000797,11226.018934137643,TSL,0.006,2836.109146475544,66.73197991707163,0.15,1.21443045586972,53.05136345910931,6.693217585682285,46.35814587342702,20045.827392423093,20092.18553829652,0.9859781324277237,5
2020-07-20 04:41:59.523330,2020-07-20 05:41:59.523330,2020-07-20 07:41:59.523330,-1,MOMENTUM,RED,DOWN,29.584055907233633,-12.02367412152116,27.580935785335395,109.73648543302909,9950.918843534193,10458.0267646258,True,True,True,False,True,9528.61692679059,9681.07479761924,7992.306130728182,9681.07479761924,SL,0.007,2834.7635357202007,66.70031848753413,0.15,0.9859781324277237,-90.71243314304668,6.690041944299673,-97.40247508734636,20092.18553829652,19994.78306320917,1.4659762281984385,3
2020-07-20 10:41:59.523330,2020-07-20 11:41:59.523330,2020-07-20 18:41:59.523330,-1,MOMENTUM,GREEN,DOWN,38.51474903251486,-4.807634319686329,18.67566854598577,111.13296716102678,9886.790845311607,10423.492526324979,True,False,True,False,True,9589.824899722184,9743.262098117739,8033.963359467809,9743.262098117739,SL,0.007,2852.97290766735,67.12877429805529,0.15,1.4659762281984385,-91.29513304535537,6.733016062094946,-98.02814910745032,19994.78306320917,19896.754914101723,1.9490576371801682,8
2020-07-21 06:41:59.523330,2020-07-21 07:41:59.523330,2020-07-21 10:41:59.523330,-1,REVERSAL,RED,DOWN,59.22180306299532,14.803788196322301,18.414462000213966,81.54772835178827,9843.312034503022,10318.195004859866,True,True,True,True,True,9934.021715993626,9934.021715993626,8792.35351906859,9776.456742439836,TSL,0.007,2955.3714605081036,69.53815201195538,0.15,1.9490576371801682,93.75115926450503,6.974676646799125,86.77648261770591,19896.754914101723,19983.531396719427,1.5214242903188462,4
2020-07-23 04:41:59.523330,2020-07-23 05:41:59.523330,2020-07-23 08:41:59.523330,1,REVERSAL,GREEN,UP,45.20807400270755,-67.41594390682046,27.298529274459938,115.64960365277288,10351.793461552059,10333.968275003972,True,True,True,True,True,10412.765903555106,10246.161649098225,12031.860354693927,10246.161649098225,SL,0.006,2655.255305406552,62.476595421330636,0.15,1.5214242903188462,-84.96816977300925,6.2664025207594625,-91.23457229376872,19983.531396719427,19892.29682442566,1.9710270435362862,4
2020-07-23 17:41:59.523330,2020-07-23 18:41:59.523330,2020-07-24 03:41:59.523330,1,MOMENTUM,RED,UP,61.94186823053625,13.204160804168097,26.242201175577588,135.87088799985622,10284.472286530461,10321.329625947463,True,True,True,False,True,10397.049280338038,10230.69649185263,12299.241712336025,10230.69649185263,SL,0.006,2651.2475664861995,62.38229568202823,0.15,1.9710270435362862,-84.83992212755828,6.256944256907432,-91.09686638446573,19892.29682442566,19801.199958041194,2.4199511838726626,10
