event_time,open,high,low,close,volume
2020-06-26 11:41:59.523330,10058.176926426217,10062.07665793626,10042.378305718314,10050.80001203175,5055030.635917033
2020-06-26 12:41:59.523330,10040.015846043458,10058.9550047457,10036.996697769127,10037.916687753406,1324537.1633520445
2020-06-26 13:41:59.523330,10078.963771405,10112.48621532973,10076.802978723963,10104.152489155207,5950873.766102712
2020-06-26 14:41:59.523330,10287.887840793994,10296.040716096779,10247.7789738386,10260.24558337407,3446273.32149395
2020-06-26 15:41:59.523330,10222.062094844503,10244.103867828779,10217.15693603304,10237.272653561664,8558493.077961523
2020-06-26 16:41:59.523330,10223.362846938075,10225.336013709744,10208.028487026022,10214.352837645609,5023897.981209303
2020-06-26 17:41:59.523330,10358.313935648197,10379.038347190075,10340.590211654804,10377.977369242444,5173948.733815864
2020-06-26 18:41:59.523330,10510.890724867088,10513.763167566827,10456.745173262068,10458.973808764806,1549328.6806117545
2020-06-26 19:41:59.523330,10438.617316170295,10447.28375686727,10384.370760200878,10411.027737392176,2994170.456889302
2020-06-26 20:41:59.523330,10452.499918593749,10473.723366898517,10436.896138761365,10468.714146043421,29127945.9243719
2020-06-26 21:41:59.523330,10423.198351785328,10426.667613827152,10412.590796686529,10421.354593328702,362820.08937104477
2020-06-26 22:41:59.523330,10352.615089759518,10379.556390628595,10334.041723771861,10373.969435864192,1044474.1663806211
2020-06-26 23:41:59.523330,10392.736267997592,10400.842560694806,10379.047101528704,10400.140882145857,1025267.851789415
2020-06-27 00:41:59.523330,10212.700419502784,10220.779687003778,10197.314047079215,10204.068874065235,2367683.4357813997
2020-06-27 01:41:59.523330,10047.522027588984,10054.41045657782,10003.482923035002,10030.569415954751,3697732.368562053
2020-06-27 02:41:59.523330,9950.61791153796,9976.425129903662,9947.429111233514,9975.324527696694,1447402.5978117797
2020-06-27 03:41:59.523330,9861.003598194633,9876.130412095512,9849.911385496616,9875.78879081759,3645388.488910718
2020-06-27 04:41:59.523330,9926.524507920047,9928.555439061884,9890.588233177892,9907.8627439121,3250013.572391725
2020-06-27 05:41:59.523330,9845.285825961135,9846.074044617208,9807.354428749397,9819.286066316567,1362103.904550451
2020-06-27 06:41:59.523330,9667.579132212857,9688.206183373331,9660.080626585013,9682.550816787543,703062.0474505886
2020-06-27 07:41:59.523330,9845.295727537325,9870.590052579995,9826.283547313122,9826.49067010618,2378781.0074676587
2020-06-27 08:41:59.523330,9781.079555952952,9816.87547482699,9773.03167749203,9805.310291407244,5711188.055143878
2020-06-27 09:41:59.523330,9807.076414797742,9824.414926719026,9792.853577096026,9812.915120002877,5957430.67048138
2020-06-27 10:41:59.523330,9652.920057286314,9681.179185066747,9643.724698395643,9675.06450014014,869190.8930854945
2020-06-27 11:41:59.523330,9615.691324525898,9632.748016554871,9615.00595944549,9623.500524061963,11943496.22022887
2020-06-27 12:41:59.523330,9671.9367777691,9681.074887850771,9628.400877388913,9635.144548825696,807944.2828379535
2020-06-27 13:41:59.523330,9524.78701884333,9528.338542155998,9513.269741744794,9525.832973282671,9014512.90724386
2020-06-27 14:41:59.523330,9557.252847037402,9565.312995731585,9545.32686433276,9562.644868030446,17601271.484800845
2020-06-27 15:41:59.523330,9495.592793672336,9513.794242210166,9481.263136081978,9506.330658128038,2369434.3259956217
2020-06-27 16:41:59.523330,9473.905295776292,9486.323401352276,9472.141132266062,9479.58960045628,4652661.3282407485
